original_message,encoded_message,algorithm,error,probability,decoded_message
edcwgacasjjdtxnthqqfhtunmrmszroslhfdejieprxnczuuovfarnaausqsfbgcyuyautibo,H100011000101011000100011000110111101110110011101100001011000110011000010111001101101010111010100110010001110100011110001110111010111010001101000011100010111000101100110011010000111010001110101011011100110110101110010011011010111001101111010011100100110111110111001001101110011010000110011001100100011001010110101011101001011001010111000001110010011110000110111001100011011110100111010100110101011011110111111001100110011000010111001001101110011000010110000101110111011100110111000101110011011001100110001001100001101100011011111010111010101111001010000010111010101110100011010010110001001101111,Hamming,True,0.02,edcwgacasjêdtxîthqqfhtunmrmszrorNhfdejéeprxnczu5o~farnaawsqsfbcc}uyAutibo
yknwonigxhucydjtkgwwqysriypxjrpuef,H10011111100101110101101101110011110111011011110110111001101001011100110011110000110100001110101011000110111100101100100011010101011101000110101101100111011101110111011101110001011110010111001101110010011010010111100101110000011110000110101001110000011100010011101010110010101100110,Hamming,True,0.04,yknwonifxhucydjtkgwwpysriypxjppuef
mepicugbjludfgqubispomauaohfnkzvnfddweevkslzanmvaechc,F0110110101100101011100000110100101100011011101010110011101100010011010100110110001110101011001000110011001100111011100010111010101100010011010010111001101110000011011110110110101100001011101010110000101101111011010000110011001101110011010110111101001110110011010100110011001100100010001000111011101100101011001010111011001101011011100110110110001111010011000010110111001101101011101100110000101100101011000110110100001100011a7b2,Fletcher,True,0.01,mepicugbjludfgqubispomauaohfnkzvjfdDweevkslzanmvaechc
tvpvxvqulboiccromtgbplefkugxomcxzryelhpz,F0111010001110110011100000111011001111000011101100111000101110101011011010110001001101111011010010110001101100011011100100110111101101101011101000110011101100010001100000110110001100101011001100110101101110101011001110111100001101111011011010110001101111000011110100111001000111001011001010110110001101000011100000111101028e9,Fletcher,True,0.01,tvpvxvqumboiccromtgb0lefkugxomcxzr9elhpz
dakcivednbwbndspltmduzjdkuzyxllgbwqjrczfatqgqhhvlrlwqicfyt,H01011100010001100000101101011010100011011010010111011001100101001100100011011100110001001110111011000100110111001100100011100010011100000110110001110100011011010110010001110101011110100110101001100100011010110111010101111010011110010111100001101100011011010011001110110001001110111011100010110101001110010011000110111101001100110011000010111010001110001011000110111000101101000011010000111011001101100011100100110110001110111011100010110100101100011011001100111100101110100,Hamming,True,0.04,dakcivednbwbndqpltmduzjdkuzyxllgbvqjrczfatqcqhhvlrlwqicfyt
ozaewzlcylgnqipeltpszshqolgq,F01101111011110100110000001100101011101110111101001101100011000110111100101101100011001110110111001110001011010010111000001100101011011000111010001110000011100110111101001110011011010000111000101101111011011000111011101111001aea5,Fletcher,True,0.013333333333333334,oz`ewzlcylgnqipeltpszshqolwy
bwuusblvyayheqlvbjszmdgemqhcvfkdaqilvkrqbbyheyswwzmukyzbzo,H10001100001001101011101110101010110101011100110110001001101100011110110011110010110000101111001011010000110010101110001011011000011101100110001001101010011100110111101001101101011001000110011101100101011011010111000101101000011000110111011001100110011010111011001000110000101110001011010010110110001110110011010110111001001110001011000100110001001111001011010000110010101111001011100110111011101110111011110100110110101110101011010110111100101111010011000100111101001101111,Hamming,True,0.02,bwuusblvyayheqlvbjszmdgemqhcvfkdaqilvkrqbbyheyswwzmukyzbzo
gmylihddvvrtautmuwzxfrmhvwnriqhzlqswcie,F011001110110110101111001011011000110100101101000011001000110010001110110011100100111001001110100011000010111010101110100011011010111010101110111011110100111100000100110011100100110110101101000011101100111011101101110011100100110100101110001011010000111101001101100011100010110001101110111011000110110100001100101cf65,Fletcher,True,0.04,gmylihddvrrtautmuwzx&rmhvwnriqhzlqcwche
mdcrhuydxweejbfdu,F011011010110010001100011011100100110100001110101011110010110010001111000011101110110010101100101011110100110001001100110011001000111010145de,Fletcher,True,0.01,mdcrhuydxweezbfdu
csnpnrzdqdqttuypfldylqxfqoxehoarunbizidurwbfdzxphkvpiofjwtmbqwlpvcybgfkejpfzkefrvnfxmiwkyzzehc,H010111010010011110011011011100111100000110111001110010011110100111001000111000101100100011100010111010001110100011101010111100010111000001100110011011000110010001111001011011000111000101111000011101100111000101101111011110000110011101101000011011110110000110111001001110101011011000110001001101001011110100110100101100100011101010111001001110111011000100110011001100100011110100111100001110000011010000110101101110110011100000110101101101111001001100110101001111111011101000110110101100010011100010111011101101110001110000010101100110001101111001011000100110011101100110011010110110010101101010011100000110011001111010011010110110010101100110011100100111011001101110011001100111100000101101011110010111011101101001011110010111101001111010011001010110100001100011,Hamming,True,0.01,bsnpnrzdqtqttuxpfldylqxvqoxghoarulbizidurwbfdzxphkvpko&jtmbqwlpVcybgfkejpfzkefrvnfx-ywiyzzehc
xrbcibqemffqwjuthmldsupkutrrfzvcmouovhrzrpxlqykoiugrsznnpckeicxmsdeobszkrnxykdjlcxafoz,H10011110100001110001001100010011100011011010010110001001110001001100101011011010110011001100010011100010111011101101010011101011011101000110100001101101011011000110010001110011011101010111000001101011011101010111010001110010011100100110011001111010001101000011000110110110101101111011101010110111101110110011010000111001001111010011100100111000001111000011011000111000101111001011010110110111101101001011101010110011101110010011100110111101001101110011011100111000001100011011010110110010101101001011000110111101000110110101110011011001000110110101101111011000100111001101111010011010110111001001101110011110000111100101101011011001000110101001101100011000110111100001100001011001100110111101111010,Hamming,True,0.02,xbbcibqemfbqwjuthmldsupkutrrfz4cmouovhrzrpxlqykoiugrsznnpckeicxmsdmobszkr~xykdjlcxafoz
jvvxzqrwxtydcqcbgcyxwqdplsunopmemzdmodlrtkuvrihbjak,H010111011010011010110011101100111110000111101001110001011100100111101110111100001110100011110010110010101100011011100010110001100110001001100111011000110111100101111000011101110111000101100100011100000110110001110011011101010110111001101111011100000110110111110010101101101011110100110010001101101011011110110010001101110011100100111010001101011011001010111011001110010011010010110100001100010011010100110000101101011,Hamming,True,0.02,jvvxzqrwxtyecqcbgcyxwqdplsunopmåmzdmodnrtkevpihbjak
otxxspzjjqtroymimrzvdfvukuxtzwwrawomthtwdxzw,H1100110111110111101000111100001011100001110011011100000111101001110101001101010011100010111010001110010011010110111100101101101001101001011011010111001001111010011101100100010001100110011101100111010101101011011101010111100001110100011110100111011101110110101110000011000010111011101101111011011010111010001101000011101000111011101100100011110000111101001110111,Hamming,True,0.04,otxxspzjjqtrkymimrztDfvukuxtzwwpawomthtwdxzv
mrsesudhxniwhrupofoginvvpniqferrsihqteupkafbxqaqpvcyqcyoolnjtabaxzejpaotrymoywpietcftqbuymwx,F01101101011100100111001101100101011100110111010101100100011010000111100001101110011010010111011101101000011100100111010101110000011011110110011001101111011001110110100101101110011101100111011001110000011011100110100101110001010001100110010101110010011100100111001101101001011010000111000101110100011001010111010101110000011010110110000101100110011000100111100001110001011000010111000101110000011101100110001101111001011100010110001101111001011011110110111101101100011011100110101001110100011000010110001001100001011110000111101001100101011010100111000001100001011011110111010001110010011110010110110101101111011110010111011101110000011010010110010100110100011000110110011001110100011100010110001001110101011010010110110101110111011110000d15,Fletcher,True,0.01,mrsesudhxniwhrupofoginvvpniqFerrsihqteupkafbxqaqpvcyqcyoolnjtabaxzejpaotrymoywpie4cftqbuimwx
xtbugssqxtfbaspghfhucfyutoigykpzkgmpwhdvajwgppujb,F01111000011101000110001001110101011001110111001101110011011100010111100001110100011001100110001001100001011100110111000001100111011010000110011001101000011101010110001101100110011110010111010101110100011011110110100101100111011110010110101101110000011110100110101101100111011011010111000001110111011010000110010001110110011000010110101001110111011001110111000001110000011101010110101001100010db99,Fletcher,False,0.04,xtbugssqxtfbaspghfhucfyutoigykpzkgmpwhdvajwgppujb
zjxbkmrocogibwmwsxpanwmfzxmtapidxqfndmyfpunzcfjcrawvbnewblzmquqxgzhglwwnmsyxlaywzflawyqziebxpnxyzxb,F01111010011010100111100001111010011010110110110101110110011011110110001101100111011001010110100101100110011101110110110101110111011100110111100001110001011000010110111001110111011011010110011001111010011110000110110101110100011000010111000001101001011001000111100001110001011001100110111001100100011011010111100101100110011100000111010101101110011110100110001101100110011010100110001101101010011000010111011101110110011000100110111001100101011101110110001001101100011110100110110101110001011101010111000101111001011101110111101001101000011001110110110001110111011101110110111001101101011100110111100100111000011011000110000101111001011101110111101001100110011011000110000101110111011110010111000100111010011010010110010101100011011110000111000001101110011110000111100101111010011110000110001068c9,Fletcher,True,0.013333333333333334,zjxzkmvocgeifwmwsxqanwmfzxmtapidxqfndmyfpunzcfjcjawvbnewblzmquqywzhglwwnmsy8laywzflawyq:iecxpnxyzxb
iqfqblyolptjqbjhnttbqkhoxctyqcpwxjwenuwaqivdjlprxykplrxogzjw,H100011011001011010001011001100101100010110001001101100011110010011011110110110001110000011101000110101001110001011000100110101000110100001101110011101000111010001100010011100010110101101101000011011110111100001100011011101000111100101110001011000110111000100111011101111000011010100111011101100101011011101111010101110111011000010111000101101001011101100110010001101000011011000111000000110010011110000111100101101011011100000110110001110010011110000110111101100111011110100110101001110111,Hamming,True,0.02,iqfqblyolptjqbjhnttbqkhoxctyqcpwxjwenõwaqivdhlp2xykplryogzjw
yeveicbsuqabxesiovlqmwlg,H01011110100101100010100110110011100101011010010110001101100010001110011011101010111000101100001011000100111100001100101011100111011010010110111101110110011011000110000101101101011101110110110001100111,Hamming,True,0.01,ye6eicbsuqabxesiovlamWlg
yxmbejuyrtgnysebvzvolybgsqhxzbpvwutqvlgucrrghjdnuthqfocclrdbhskkbakccutcazwzcapzipwzx,H110111111001011111000011011010111000100110010101101010011101010011110010111001001110100011001110110111001111001011100110110010110010001001110110011110000111011001101111011011000111100101100010011001110111001101110001011010000111100001111010011000100101000000111011001110111011101010111010001110001011101100110110001100111011101010110001101100010011100100110111101101000011010100110010001101110011101010111010001101000011100010110011001101111011000110110001101101100011100100110010001100010011010000111001101101011101101011011000100110000101101011011000110110001101111101011101000110001101100001011110100111011101111010011000110110000101110000011110100110100101110000011101110111101001111000,Hamming,True,0.013333333333333334,"yxmbejuyrtçnyse""vxvolybgsqhxzbPvwutqvlgucbrohjdnuthqfocclrdbhskkbakcc}tcazwzcapzipwzy"
vtrdacaovpeaslsnlwevpcdxuagirkclarzdzabbjtsxketawmpbahes,F0111011001110110011100100110010001100001011000110110000101101111011101100111000000100101011000010111001001101000011100110110111001101100011101110110010101110110011100000110001101100100011110000111010101100001011001110110100101110010011010110110001101101100011000010111001001011010011001000111101001100001011000100110001001101010011111000111001101111000011010110110010101110100011000010111011101101101010100000110001001100001011010000110010101110011f938,Fletcher,True,0.01,vvrdacaovp%arhsnlwevpcdxuagirkclarZdzabbj|sxketawmPbahes
fuozskmtlyegdordkyudzxy,F0110011001110101111011110111101001110011011010110110110101110100111011000110100101100101011001110110010001101111011100100110010001101011111110010111010101100100011110100111100001111001b40c,Fletcher,True,0.01,fuïzskmtìiegdordkùudzxy
hhginyqucwfcbzonzudvqpjbahzvnotguwfylwmzkzziptnvuxdfgrxivzabgnjyvjgsvvmyoumsmtoulslirgvt,H110011011000011101000011001110101010010110111001111001011100010011101010110001101110111011001100110001101100010011110100110111110110111001111010011101010110010001110100011100010111000001101010011000100110000101101001011110100111011001101110011011110111010100110011101110101011111110110011001111001011011000111011101101101011110100110101101111010011110100110100101110000011101000110111001110110011101010111100001100100011001100111011101110010011110000110101101110110011110100110000101100010011001110110111011101011001111001011101100110101001100111011100110111011001110110011011010111100101101111011101010110110101110011011011010111010001101111011101010110110101110011011011000110100101110010011001110111011001110100,Hamming,True,0.01,hhginyqucwfcbzonzudtqpjbaizvnotgufylwmzkzziptnvuxdfwrxkvzabgnêyvjgsvvmyoum3mtoumslirgvt
fgribsbgbkxvdqlvzgrfuyoszqob,H0001110001100110001110111001001110100101100010011100110110001001110011101100010011010110111100001110110011001000111000111101100001110110011110100110011101110010111001100111010101111001011011110111001101111010011100010110111101100010,Hamming,True,0.013333333333333334,fgribsbgbkxvdqìvzgræuyoszqïb
grwofgtyuajwlnajtksgmghegcmltxhmeqzdgylhfyokcpxvfbphqugmnbspohwi,H010011000111011010010011101110101011110110011001100111011101000011110010111010101100001011010100110011101101100011011100110000110110101001110100011010110111001101100111011011010110011101101000011001010110011101100011011011010110110101110100011110000110100100110110101100101011100010111101000100100011001100111100101101100011010000110011001111001011011110010101101100011011100000111100001110110011001110110001101110000011010000111100101110101011001110110110101101110011000100111001101110000011011110110100001110101101101001,Hamming,True,0.013333333333333334,grwofgtyuabglnajtksgmghegcmmtxhmeqz$fylhfyo+cpxvgcphyugmnbspohwi
sjejvswioeeofzoluvshdffabnirfmeruqixxxdz,H11001110001101100101001100101010101010011101100111001101110111011101001011011110110010101100101011011110110011001111010011011110011011000111010101110110011100110110100001100100011001100110011001100001011000100110111001101001011100100110011001101101010001001011100100111010101110001011010010111100001111000011110000110010001111010,Hamming,True,0.01,sjejvswioeeofzoluvshdffabnirfmeruqixxxdz
juoviorntmlafmcizoospkraniyzcfencxgpcaiylcsaoqffofsydezatacbqhcmeyvkhnxjtdcawdswamzrcfzpgkldkf,H110011001010011010101011001110101101100110100101101111011100100111011100111010001101101011011000110000101100110011011010110001110110100101111010011011010110111101110011011100000110100101110010011000010110111001101001011110010111101001100011011001100110010010110111001100011011110000110011101110000011000110110000101101001011110010110110001100011011100110110000101101111011100010110011001100110011011110110011001110011011110010110010001100101011110100110000101110100011000010110001101100010011100010110100001100011101101101011001010111100101110110011010110110100001101110011110000010101001110100011001000110001101100001011101110110010001110011011111110110000101101101011110100111001001100011011001100111101001110000111001110110101101101100011101000110101101100110,Hamming,True,0.013333333333333334,jugviorntmlafmcizmospiranyyzcfencxgpcaiylcsaoqffofsydezatacbqhcmeyvkhnx*tdcawdsamzrcfzpçkltkf
jvlxqhnngxrbtbfeejjpwmjaldhavywihxwwnstcrttcoiatrbiromy,H01011101101001111011001101100011111000011100010110100001101110001101110011001110111100001110010011000100111010001100010011001101011001010110010101101010011010100111000001110111011011010110101001100001011011000110000001101000011000010111011001111011011101101011010010110100001111000011101110111011101101110011100110111010001100011011100100110010001110100001000110110111001101001011001010111010001110010011000100110100101110010011011100110110101111001,Hamming,True,0.02,jvlxqhnngxrbtbfeejjpwmjal`hav{wihxwwnstcrdt#nietrbipnmy
jtgecjsqahpgrsnfofdaqswlxcdxgip,F01101010011101000110011101100101011000110110101001110011011100010110000101101000011100000110011101110010011100110100111001100110011011110110011001100100011000010111000101110011011101110110110001111000011000110110010001111000011001110110100101110000c42f,Fletcher,True,0.04,jtgecjsqahpgrsNfofdaqswlxcdxgip
nkuoykzusfnwlqllolllxszjuiahenggxfrzdxesotsmsx,H11001101111001110101101110101011101111011110010110001101111010001110101011100110110011001101110011101110110110001110001011011000011011000110111101101100011011000110110001111000011100110111101001101010011101010110100101100001011010000110010101111110011001101011001110111101001100111011100100111101001100100011110000110010101110011011011110111010001110001011011010111001101111000,Hamming,True,0.01,nkuoyczusfnwlqllolllxszjukahe~ggzgrzdxesotqmsy
kabvrafaqkjwhribctengcpkftgbbkiqcldonpqvopqpavzkiz,H0100110110110111001010110001001011011001110010011000010110011001110000101110001011010110110101001110111011010000111001001101001101100010011000110111010001100101011011100110011101100011011100000110101101100110010100000110011101100010011000100110101101101000101110001011000110110110001100100011011110110111001110000011100010111011001101111011100000111000101110000011000010111011001111010011010110110100101111010,Hamming,True,0.02,keâvrafaqkjwhribctengcpkfPgbbkiqcldonpqvopqpavzkiz
ogqgfegognpqprttfcbk,H110111011111011010111011100010111001110010011001100101011001110011011110110011101101111011100000111000101110000011100100111010000111010001100110011000110110001001101011,Hamming,True,0.013333333333333334,owqg&egogopqrrttfcbk
gfpdonmdswexsenrnqxarzcwfshfkntfzgaplmssvngkoyextqfyqmrjrlfsumdfyfg,H010011010111011000110011100000101001000110111101101110011011010111001000110101101110111011001010111100001110011011001010110011000111001001101110011100010111100101100001011100100101101001100011011101110110011001110011011010000110011001101011011011100111010000010011001111010011001110110000101110001011011000110110101110011011100110111011001101110011001110111101101101111011110010110010101111000011101000111000101100110011110010111000101101101011100100110101001110000011011000110011001110011011101010110110101100100001100110011110010110011001100111,Hamming,True,0.013333333333333334,gfpdonmdkwexsefrnqyarZcwfshfklt&zgaqlmssvng{oyextqfyqmrjplfsumdfyfg
xkfifgrhdpzfkahtdhvfvdourzjpbvdwovusrwkwstiztplxyybphckaxxtywqvwek,H0001111110000111010110110011001110100101100110011001110111001001100100001100100011100000111101001100110011010110110000101101000101110100011001000110100001110110011001110111011001100100011011110111010101110010011110100110101001110100011000100111011001100101001110111011011110110011001110101011100110111001001110111011010110111011101110011011101000110100101111010011101000111000001101000011110000111100101111001011000100111000001101000111000110110101101100001011110000111100001110100011110010111011101110001011101010011100110110010101101011,Hamming,True,0.01,xkfifgrHdpzfkahtdhvgvdourzjtbvdwofusrwkwstiztphxyybphãkixxtywqvsej
lggckakbwbwvgxnuixylkysbnvvqefajokviltzud,F01101100011001110110011101100011011010110110000101101011011000100111011101100010011101110111011001100111011110000110111001110101011010010111100001111001011011000110101101111001011110110110001001101110011101100111011001110001011001010110011001100001011010100110111101101011011101100110100101101100011101000111101001110101011001005d75,Fletcher,True,0.04,lggckakbwbwvgxnuixylky{bnvvqefajokviltzud
doctbkszxncpczaqrcjelsauvid,H11011100010001100111101100011110110100011000100110101101110011011111010011110000110111001100011011100000110001101111010011000011001100010111001001100011011010100110010101101100011100110110000101111101011101100110100101100100,Hamming,True,0.01,docôbkszxn#pcza1rcjelsa}vid
rxicuqbbuvizwzzcatcarpcliuhigrlactahdkqrwrtmsatt,H110111110010011011000011010010111000110111010101110001011000100011000100111010101110110011010010111101001110111011110100111101000110001101100001011101000110001101101001011100100111000001100011011011000110100101110101011010000110100101100111011100100110110000110000101101011011101000110000101100000011001000110101101110001011100100111011101110010011101000110110101110011011000010111010001110100,Hamming,True,0.01,rxicuqbbuvizwzzcitcirpcliuhigrlakta`dkqrwrtmsatt
bljvaymzxwszcpilsmlhrreslndpmzsokxuncydzzeqbnccvfxdlhicagjwpzuri,H010011010010011001100011010000101101100110000101111001011011010111110100111100001110111011100110111101001100011011100000110000100111110001110011011011010110110001101000011100100111001001100101011100110110110001101110011001000111000001101101011110100111001110110111101101011011110000111010101101110001000110111100101100100011110100111101001100101011100010110001001101110011000110110001101110110011001100111100001100100111011000110100001101001011000110110000101100111011010100111011101110100011110100111010001110011001101001,Hamming,True,0.04,blhvaymzxwszc`a|smlhrreslndpmzsokxun#ydzzeqbnccvfxdìhicagjwtztri
ltrmhplqudsms,F011011000111010001110010011011010110100001110000011011000111000101110101011001000111001101101101011100117fc9,Fletcher,False,0.01,ltrmhplqudsms
myxofxoxwfugtrrzzkjruxjdjiqngtwkhaxjgonqkahujhjfgqfkbnffumhmp,H11001101110101111100100111000010101111011001100111110001101111011111000011101110110011001110101011001110111010001110010011100100011110100111101001101011011010100111001001110101011110000110101001100100011110100110100101110001111011100110010101110100011101101011010110110100001100001011110000110101001100111011011110110111001110001011010110110000101101000011101010110101001101000011010100110011001100111011100010110011001101011011000100110101001100110011001100111010101101101011010000110110101110000,Hamming,True,0.04,my8of|oxwfugtrrzzkjruxjdziqîetwkhaxjgonqkihujhjfgqfkbjffumhmp
qdhdhufomfkuyyquqnqubopjmnrvflguewuisfscxoiznsxrpgndqjctbtzjjqgwwpzbzupiamndhsxqksgaqe,H10011111000101010010001101000011100100010010000110010101100110001101111011011010110011001101011011101010111100101111001011100011011101010111000101101110011100010111010101100010011011110111000001101010011011010110111001110010011101100110011011101100011001111011101010110010101110111011101010111100101110011011001100111001101100011011110000110111101101001011110100110011001110011011110000111001001110000011001110110111001100100011100010110101001100011011101000100001001110100011110100110101001101110011100010110010110111011101110111011100000111101001100011011110100111010101110000011010010110000101101101011011100110000001101000011100110111100001110001011010110111001101100111011000010111000101100101,Hamming,True,0.04,qDhdHefomfkuyyquqnqubopjonrvfìguewuysfscxoizfsxrpgndqjctBtzjnqgwwpzczupiamn`hsxqksgaqe
qdeylredyspwwvyqsbhrvdkkxzimrjryzixlzpmciwggdssogoutahrblmqngibjvbayuzuflmljjlufsakoftraylaznraastqy,F011100010110010001100101011110010110110001100010011001010110010001111001011100110111000001110111011101110111011000111001011100011111001101100010011010000111001001110110011001000110101101101011011110000111101001101001011011010111001001101010011100100111100101111010011010010111100001100100011110100111000001101101011000110110100101110111011001110110011101100100011100110111001101101111011001110110111101110101011101000110000101101000011100100110001001101100011011010111000101101110011001110110100101100010011010100111011001100010011000010111100101110101011110100011010101100110011011010110110101101100011010100100101001101100011101010110011001110111011000010110101100101111011001100111010001110010011000010111100101101100011000010111101001101110011100100110000101100001011100110110010001010001011110016747,Fletcher,True,0.02,qdeylbedyspwwv9qóbhrvdkkxzimrjryzixdzpmciwggdssogoutahrblmqngibjvbayuz5fmmljJlufwak/ftraylaznraasdQy
powxjsgufmjogxqcjmnqntsjstcwvyyictlblvuqbukudmcflzefdypfenljjbubrzxzapgsdfgwwdxrmxvxitxeqon,H000011100000011101111011101110111110000100101001110011111001110011101000110011001101101011010100110111101100111011110000111000100110001101101010011011010110111001110001011011100111010001110010011010100111001101110100011000110111011101110110011110010111100010100100101100011011101000110110001100010011011000111011001110101011100010110001001110101111010110111010101100100011111010110001101100110011011010111101001100101011001100100010101111001011100001110011001100101011011100110110001101010011010100110001001110100101110010011100100111101001111000011110100110000101110000011001110111001101100100011001100110011101010111011101110110010001111000011100100110110101111000011101100111100001101001011101000111100001100101011100010110111101101110,Hamming,True,0.04,powxJsçtfmjogxqcjmnqntrjstcwvyyIctlblvuqbuëud}cfmzafEypæenljjburrzxzapgsdfgWwdxrmxvxitxeqon
grknxxaxwxaxojxreqqizejbyntbpsgkrlkjzuullttjlnivralnadmgiokuqktunjhpqapeskqaqedhhssqqyhyqjgkyhdg,F0110011101110010011010110110111001111000011110000110000101111000011101110111100001100001011110000110011101101010011110000111001001100001011100010111000101101001011110101110010101101010011000100111100101101110011101000110001001110000011100110110011101101011011100100110110001101011011010100111101001110101011101010110110001101100011101000111010001101010011111000110111001101001011101100111001001100001011011000110111001100001011001000110110101110111011010010110111101101011011101010111000101101011011101000111010101101110011010100110100001110000011100010110000101110000011001010111001101001011011100010110000101110001011001010110010001101000011010000111001101110111011100010111000101111001011010000111100101110001011010100110011101101011011110010110100001100100011101116326,Fletcher,True,0.013333333333333334,grknxxaxwxaxgjxraqqizåjbyntbpsgkrlkjzuullttj|nivralnadmwiokuqktunjhpqapesKqaqedhhswqqyhyqjgkyhdw
ajwlggzecmxefxtieumetzaexnlpxwbmjpnsroqpzbkwirefsaedhwgwxgbmscfhdo,H1100110100010110010100111011101010110001110111011001110111101000110010101100011011011110111100001100101011001100111100001110100001101001011001010111010101101101011001010111010001111010011000010110010101111000011011100110110001110000011110000101011101100010001101101011010100111000001101110011100110111001001101111011100010111000001111010011000100110101101110111011010110111001001100101011001100111001101100001011001010110010001101000011101110110011101110111011110000110011101100010011011010111001101100011011001110011010000110010001101111,Hamming,True,0.02,ajwlwgzecoxefxtieumetzaexnlpxWbmjpnsroqpzbkwkrefsaedhwgwxgbmscbhdo
gpczojwybfvzimncqzlo,F11100111011100001110001101111010011011110110101001110111011110011110001001100110011101101111101001101001011011010110111001100011011100010111101001101100011011112e7a,Fletcher,True,0.01,çpãzojwyâfvúimncqzlo
icxzvbumqhzdnzztdfuborheegotqinbyo,F011010010110001101111000011110100111011001100010011101010110110101110001011010000111101001100100011011100111101001111010011101000110010001100110011101010110001000101111001100100111100001100101011001010110011101101111011101000111000101101001011011100110001000111001011011115ec6,Fletcher,True,0.01,icxzvbumqhzdnzztdfub/2xeegotqinb9o
arfyutdvzjhfmgpkkgfrrpesqrifhcziibkejxpxadyltmojkbwsrrffymqabqyndiehyieqjnnlkejpdixt,H1000110100010110100100110011001011100101110101011101000110010001111011001111010011010100110100001100110011011010110011101110000101101011011010110110011101100110011100100111001000110000011001010111001101110001011100100110100101100110011000100110001101101010001101011011010010110001001101011011011010110101001111000011100000111110001100001011001000111100101101100011101000110110101101111011010100110101101100010011101110111001101110010011100100110111001100110011110010110110101110001011000010110001001110001011110001011011100110010001101001011001010110100001111001011010010110010101110001011010100110111001101110011011000110101101100101011010100111000001100100011010011111100001110100,Hamming,True,0.04,arfyutdvzjhfmgpkkgfrr0esqrifbcjkibkmjxp|adyltmojkbwsrrnfymqabqyndiehyieqjnnlkejpdiøt
eljqhqnlmzoyvexriynhnpzxvxbxmojtbcluzoxilxuipnijmxdbneqnjlzjbzgbluxymnjjekjsbushgyo,H00011100010101100110001101010011110001011010000111000101101110011101100011011010111101001101111011110010111011001100101111110000011100100110100101111001011011100110100001101110011100000111101001111000011101100111100001100010011110000110110101101111011010110011101100110001001100011001011000111010101111010011011110111100001101001011011000111100001110101011010010111000001101110011010010111101001101101011100010110010001100010011011100110010101110001011011100110001001101100011110100110101001100010011110100110011110110001001101100011101010111100001111001011011010110111001101010011010100110010101101001011010100111001101100010011101010111001101101000011001110111100101101111,Hamming,True,0.04,"eljqhqnlmzoyveøriynhnpzxvxbxmojvbc,uzoxilxuipnizmqdbneqnblzjbzgbluxymnjjeijsbeshgyo"
wsglapazemojgelpkvjonpfxdvpzju,F011101110111000101100111011011000110000101110000011100010111101001100101011011010110111101101010011001110110010101101100011100000110101101110110011010100110110101101110011100000110011001111000011001000111011001110000011110100110101001110101f40f,Fletcher,True,0.02,wqglapqzemojgelpkvjmnpfxdvpzju
vwecapcwwixrarnjjfoecpeaofqwkmkesgwilufyxwflmkxttuqnctjiuafvdjdxyxcvmquerfqds,F0111011001110111011001010110001101100001011100000110001101110111011101110110100101111000011100100110000101110010011011100110101001101010011001100110111101100101011000110111000001100101011000010111111101100110011100010111011101101011011011010110101101100101011100110110011101110111011010010110110001110101011001100111100101111000011101110110011001101100011011010110101101111000011101001110010001100101011100010110111000100011011101000110111001101001011101010110000101100110011111100110010001101010011001000111100001111001011110000110001101110110011011010111000101110101011001010111001001100110011100010110010001110011fd04,Fletcher,True,0.01,vwecapcwwixrarnjjfoecpeafqwkmkesgwilufyxwflmkxtäeqn#tniuaf~djdxyxcvmquerfqds
nqpffczrxaxvrurzwgzjuyfcigggaqhzpthbpjwlhoxdngtgcefrakzsydqpitqfhsjuyarwbxvrxhshqjjcsbxjjspfcq,F011011100111000101111000011001100110011001100011011110100111001001111001011000010111100001110111011100100111010101110010011110100111011101100111011110100110101001110101011110010110011001100011011010010111011101100111011001110110000101110001011010000111101001110000011101000110100001100010011100000111101001110111011011000110100001001111011110000110010001101110011001110011010001100111011000110110010101100111010100100110000101101011011110100111001101111001011001000111000101110000011010010111010001110001111001100110100001110011011010100111010101111001011000010111001001110111011000100111100001110110011100100111100001101000111100110110100001110001011010100110101001100011011100110110001001111000011010100110101001110011011100000110011001100011011100011316,Fletcher,True,0.013333333333333334,nqxffczryaxwrurzwgzjuyfciwggaqhzpthbpzwlhOxdng4gcegRakzsydqpitqæhsjuyarwbxvrxhóhqjjcsbxjjspfcq
mphzowwfoammabqkrdymrgddkbjlihykcfnnfgqdxhsttezlweadperkpeqngsyiphqstunpdjjigmcfwggkxeimfctrjj,H110011011001011110000011010000111110100110111101110111011101110111001100110101101000001011011010110110101100001011000100111000110110101101110010011001000111100101101101011100100110011101100100011001000110101101100010011010100110110001101001011010000111100110110101101100011011001100110111001101110011001100110011101110001011001000111100001101000011100110111010001110100011001010111101001101100011101110110010101100001011001000111000001100101011100100110101101110000011001010111000101101110011001110111001101111000101101001011100000110100001110001011100110111010001110101011011100111000001100100011010100110101001101011011001110110110101100011011001100111011101100111011001110110101101111000011001010110100101101101011001100110001101110100011100100110101101101010,Hamming,True,0.04,iphzowwfkAmmabqkvdymrgddkbjlihykcfnnfgqdxhsttezlweadperkpeqngsyiphqstunpdjjkgmcfwggkxeimfctrkj
